Nama Paket,Instansi,preprocessing
"Pekerjaan Rehabilitasi Gedung Kantor Bappenas (Ruang Kerja Staf Dit. Pertahanan dan Keamanan, Gedung Sayap Timur Lantai.03) spse 3  Pekerjaan Konstruksi - TA 2016 - Lelang Pemilihan Langsung - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,pekerjaan rehabilitasi gedung kantor bappenas ruang kerja staf dit pertahanan keamanan gedung sayap timur lantai.03 spse 3 pekerjaan konstruksi ta 2016 lelang pemilihan langsung pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Sosialisasi Puncak Acara Hari Keluarga melalui Media Teleconference spse 4  Jasa Lainnya - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Badan Kependudukan Dan Keluarga Berencana Nasional,sosialisasi puncak acara hari keluarga melalui media teleconference spse 4 jasa lainnya ta 2016 tender cepat pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Jasa Tenaga Pengamanan/Security Tender Ulang spse 4  Jasa Lainnya - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,PT Jakarta Tourisindo,jasa tenaga pengamanan/security tender ulang spse 4 jasa lainnya ta 2016 tender cepat pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
PERLENGKAPAN ROMPI DAN TOPI spse 3  Pengadaan Barang - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Pembangunan Manusia dan Kebudayaan,perlengkapan rompi topi spse 3 pengadaan barang ta 2016 lelang sederhana pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Rehabilitasi Gd. Kantor (R. Kerja Sahli; R. Kerja Deputi SDM & Kebudayaan; RK. Dir. dan Staf Dit. Kesehatan& Gizi Masyarakat; RK. Dir. SDEMP) spse 3  Pekerjaan Konstruksi - TA 2016 - Lelang Pemilihan Langsung - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,rehabilitasi gd kantor r. kerja sahli r. kerja deputi sdm kebudayaan rk dir staf dit kesehatan gizi masyarakat rk dir sdemp spse 3 pekerjaan konstruksi ta 2016 lelang pemilihan langsung pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Sosialisasi Puncak Acara Hari Keluarga melalui Media Lini Bawah di Lokasi Kegiatan spse 4  Jasa Lainnya - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Badan Kependudukan Dan Keluarga Berencana Nasional,sosialisasi puncak acara hari keluarga melalui media lini bawah lokasi kegiatan spse 4 jasa lainnya ta 2016 tender cepat pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Sosialisasi Pelaksanaan Hari Keluarga melalui Berbagai Media spse 4  Jasa Lainnya - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Badan Kependudukan Dan Keluarga Berencana Nasional,sosialisasi pelaksanaan hari keluarga melalui berbagai media spse 4 jasa lainnya ta 2016 tender cepat pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Penyusunan Penyempurnaan Analisa Jabatan di Lingkungan Sekretariat Kabinet spse 3  Jasa Konsultansi Badan Usaha - TA 2016 - Seleksi Umum - Prakualifikasi Dua File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Sekretariat Kabinet,penyusunan penyempurnaan analisa jabatan lingkungan sekretariat kabinet spse 3 jasa konsultansi badan usaha ta 2016 seleksi umum prakualifikasi file kualitasnilai kontrak nilai kontrak dibuat
"Pengadaan Baju Panitia dan Peserta, dan Rompi Panitia dalam rangka PIMNAS XXIX di IPB spse 4  Jasa Lainnya - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat","Kementerian Riset, Teknologi, dan Pendidikan Tinggi",pengadaan baju panitia peserta rompi panitia rangka pimnas xxix ipb spse 4 jasa lainnya ta 2016 tender cepat pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
"Pengadaan Tas dalam rangka PIMNAS XXIX di IPB spse 4  Jasa Lainnya - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 181.500.000,00","Kementerian Riset, Teknologi, dan Pendidikan Tinggi","pengadaan tas rangka pimnas xxix ipb spse 4 jasa lainnya ta 2016 tender cepat pascakualifikasi satu file harga terendah sistem gugurnilai kontrak rp 181.500.000,00"
"Pengadaan Sprei, Bantal dan Sarung Bantal dalam rangka PIMNAS XXIX di IPB spse 4  Pengadaan Barang - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat","Kementerian Riset, Teknologi, dan Pendidikan Tinggi",pengadaan sprei bantal sarung bantal rangka pimnas xxix ipb spse 4 pengadaan barang ta 2016 tender cepat pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Pencetakan Blanko Paspor Biasa 48 Halaman spse 4  Jasa Lainnya - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Hukum Dan Hak Asasi Manusia RI,pencetakan blanko paspor biasa 48 halaman spse 4 jasa lainnya ta 2016 tender cepat pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
"Tenaga Ahli Kebijakan Publik
Pada Sekretariat Nasional Open Government Indonesia
Tahun Anggaran 2016
(seleksi ulang)
 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,tenaga ahli kebijakan publik sekretariat nasional open government indonesia tahun anggaran 2016 seleksi ulang tender ulang spse 3 jasa konsultansi perorangan ta 2016 seleksi sederhana pascakualifikasi satu file kualitasnilai kontrak nilai kontrak dibuat
Tenaga Ahli Komunikasi Publik Pada Sekretariat Nasional Open Government Indonesia Tahun Anggaran 2016 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,tenaga ahli komunikasi publik sekretariat nasional open government indonesia tahun anggaran 2016 tender ulang spse 3 jasa konsultansi perorangan ta 2016 seleksi sederhana pascakualifikasi satu file kualitasnilai kontrak nilai kontrak dibuat
Pengadaan Atribut Peserta Kegiatan Sailing Camp  spse 3  Pengadaan Barang - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Kemaritiman,pengadaan atribut peserta kegiatan sailing camp spse 3 pengadaan barang ta 2016 lelang sederhana pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Pengadaan Atribut Peserta dan Bahan Pendukung ENJ 2016 spse 3  Pengadaan Barang - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Kemaritiman,pengadaan atribut peserta bahan pendukung enj 2016 spse 3 pengadaan barang ta 2016 lelang sederhana pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
"Pengadaan Komputer spse 4  Pengadaan Barang - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 437.437.000,00","Kementerian Riset, Teknologi, dan Pendidikan Tinggi","pengadaan komputer spse 4 pengadaan barang ta 2016 tender cepat pascakualifikasi satu file harga terendah sistem gugurnilai kontrak rp 437.437.000,00"
Belanja Modal Peralatan dan Mesin-Pengadaan Peralatan Studio Visual Tender Ulang spse 4  Pengadaan Barang - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Pemerintah Daerah Kota Bandung,belanja modal peralatan mesin-pengadaan peralatan studio visual tender ulang spse 4 pengadaan barang ta 2016 tender cepat pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Pengadaan Peralatan Teknologi Informasi dalam rangka PIMNAS XXIX di IPB spse 4  Pengadaan Barang - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,"Kementerian Riset, Teknologi, dan Pendidikan Tinggi",pengadaan peralatan teknologi informasi rangka pimnas xxix ipb spse 4 pengadaan barang ta 2016 tender cepat pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Pengadaan Pipa PVC spse 4  Pengadaan Barang - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Pemerintah Daerah Kabupaten Wonosobo,pengadaan pipa pvc spse 4 pengadaan barang ta 2016 tender cepat pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Lelang Katalog Obat Kontrasepsi BKKBN Tahun 2016 spse 3  Pengadaan Barang - TA 2016 - Lelang Umum - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,lelang katalog obat kontrasepsi bkkbn tahun 2016 spse 3 pengadaan barang ta 2016 lelang umum pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
PENAYANGAN TALKSHOW DAN BUILD IN PROGRAM GNRM spse 3  Jasa Lainnya - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Pembangunan Manusia dan Kebudayaan,penayangan talkshow build in program gnrm spse 3 jasa lainnya ta 2016 lelang sederhana pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Pengadaan Konstruksi Renovasi Gedung dan Bangunan Kantor Kementerian Koordinator Bidang Kemaritiman spse 3  Pekerjaan Konstruksi - TA 2016 - Lelang Umum - Pascakualifikasi Dua File Sistem NilaiNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Kemaritiman,pengadaan konstruksi renovasi gedung bangunan kantor kementerian koordinator bidang kemaritiman spse 3 pekerjaan konstruksi ta 2016 lelang umum pascakualifikasi file sistem nilainilai kontrak nilai kontrak dibuat
Pengadaan Jasa Konsumsi Diklat Kepemimpinan Tingkat II Angkatan XLII Kelas H spse 4  Jasa Lainnya - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Lembaga Administrasi Negara,pengadaan jasa konsumsi diklat kepemimpinan tingkat ii angkatan xlii kelas h spse 4 jasa lainnya ta 2016 tender cepat pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
"Pengadaan Jasa Konsultansi Badan Usaha
Sistem Pengamanan Dokumen Seleksi Ulang spse 3  Jasa Konsultansi Badan Usaha - TA 2016 - Seleksi Umum - Prakualifikasi Satu File Pagu AnggaranNilai Kontrak : Nilai Kontrak belum dibuat",Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah,pengadaan jasa konsultansi badan usaha sistem pengamanan dokumen seleksi ulang spse 3 jasa konsultansi badan usaha ta 2016 seleksi umum prakualifikasi satu file pagu anggarannilai kontrak nilai kontrak dibuat
"Pengadaan Pompa dan Panel untuk Mata Air Kanoman spse 4  Pengadaan Barang - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 412.500.000,00",PDAM Tirta Gemilang Kabupaten Magelang,"pengadaan pompa panel mata air kanoman spse 4 pengadaan barang ta 2016 tender cepat pascakualifikasi satu file harga terendah sistem gugurnilai kontrak rp 412.500.000,00"
Pengadaan Jasa Konsultansi Perorangan Tenaga Ahli Bidang Pembiayaan Infrastruktur (Lelang Ulang) Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,pengadaan jasa konsultansi perorangan tenaga ahli bidang pembiayaan infrastruktur lelang ulang tender ulang spse 3 jasa konsultansi perorangan ta 2016 seleksi sederhana pascakualifikasi satu file kualitasnilai kontrak nilai kontrak dibuat
Pengadaan Jasa Konsultansi Perorangan Tenaga Ahli Bidang Perumahan (Lelang Ulang) Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,pengadaan jasa konsultansi perorangan tenaga ahli bidang perumahan lelang ulang tender ulang spse 3 jasa konsultansi perorangan ta 2016 seleksi sederhana pascakualifikasi satu file kualitasnilai kontrak nilai kontrak dibuat
Tenaga Ahli Pembangunan Pelayanan Dasar  Kegiatan Koordinasi Strategis Manajemen Birokrasi Pemerintahan Dalam Rangka Percepatan Pembangunan Papua Tahun 2016 spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,tenaga ahli pembangunan pelayanan dasar kegiatan koordinasi strategis manajemen birokrasi pemerintahan rangka percepatan pembangunan papua tahun 2016 spse 3 jasa konsultansi perorangan ta 2016 seleksi sederhana pascakualifikasi satu file kualitasnilai kontrak nilai kontrak dibuat
"PENGADAAN BARANG WATER METER DN 15mm spse 4  Pengadaan Barang - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 766.260.000,00",Pemerintah Daerah Kabupaten Kendal,"pengadaan barang water meter dn 15mm spse 4 pengadaan barang ta 2016 tender cepat pascakualifikasi satu file harga terendah sistem gugurnilai kontrak rp 766.260.000,00"
"Tenaga Ahli Land Based Liaison pada Sekretariat Rencana Aksi Nasional Penurunan Emisi Gas Rumah Kaca (RAN-GRK)
Tahun Anggaran 2016 
 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,tenaga ahli land based liaison sekretariat rencana aksi nasional penurunan emisi gas rumah kaca ran-grk tahun anggaran 2016 tender ulang spse 3 jasa konsultansi perorangan ta 2016 seleksi sederhana pascakualifikasi satu file kualitasnilai kontrak nilai kontrak dibuat
Belanja Modal Peralatan dan Perlengkapan Elektronik (Pengadaan Peralatan dan Fasilitas Perkantoran Pusat Pengembangan Desain Indonesia) spse 4  Pengadaan Barang - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perdagangan,belanja modal peralatan perlengkapan elektronik pengadaan peralatan fasilitas perkantoran pusat pengembangan desain indonesia spse 4 pengadaan barang ta 2016 tender cepat pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
PENGADAAN INFRASTRUKTUR DAN JASA IMPLEMENTASI ENTERPRISE RESOURCES PLANNING (ERP) BAGI SEKRETARIAT ICCTF Tender Ulang spse 3  Pengadaan Barang - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,pengadaan infrastruktur jasa implementasi enterprise resources planning erp sekretariat icctf tender ulang spse 3 pengadaan barang ta 2016 lelang sederhana pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
Tenaga Ahli Komunikasi Kelembagaan Sekretariat Dewan Nasional KEK spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Koordinator Bidang Perekonomian,tenaga ahli komunikasi kelembagaan sekretariat dewan nasional kek spse 3 jasa konsultansi perorangan ta 2016 seleksi sederhana pascakualifikasi satu file kualitasnilai kontrak nilai kontrak dibuat
"Tenaga Ahli Management Information System
Kegiatan Koordinasi Kelompok Kerja Air Minum dan Penyehatan Lingkungan/NAWASIS Facility
Tahun Anggaran 2016
 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,tenaga ahli management information system kegiatan koordinasi kelompok kerja air minum penyehatan lingkungan/nawasis facility tahun anggaran 2016 tender ulang spse 3 jasa konsultansi perorangan ta 2016 seleksi sederhana pascakualifikasi satu file kualitasnilai kontrak nilai kontrak dibuat
"Tenaga Ahli Fasilitator
Kegiatan  Sekretariat Kelompok Kerja Air Minum 
dan Penyehatan Lingkungan/NAWASIS Facility
Tahun Anggaran 2016
 Tender Ulang spse 3  Jasa Konsultansi Perorangan - TA 2016 - Seleksi Sederhana - Pascakualifikasi Satu File KualitasNilai Kontrak : Nilai Kontrak belum dibuat",Kementerian Perencanaan Pembangunan Nasional,tenaga ahli fasilitator kegiatan sekretariat kelompok kerja air minum penyehatan lingkungan/nawasis facility tahun anggaran 2016 tender ulang spse 3 jasa konsultansi perorangan ta 2016 seleksi sederhana pascakualifikasi satu file kualitasnilai kontrak nilai kontrak dibuat
Pengadaan Bahan Kimia Penjernih Air spse 4  Pengadaan Barang - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,"Kementerian Riset, Teknologi, dan Pendidikan Tinggi",pengadaan bahan kimia penjernih air spse 4 pengadaan barang ta 2016 tender cepat pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
"Pengadaan Pipa dan Accessories Sambungan Rumah Baru Program MBR spse 4  Pengadaan Barang - TA 2016 - Tender Cepat - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Rp 390.431.679,00",PDAM Tirta Gemilang Kabupaten Magelang,"pengadaan pipa accessories sambungan rumah baru program mbr spse 4 pengadaan barang ta 2016 tender cepat pascakualifikasi satu file harga terendah sistem gugurnilai kontrak rp 390.431.679,00"
Sewa Rumah Untuk Sekretariat KPBU Tender Ulang spse 3  Jasa Lainnya - TA 2016 - Lelang Sederhana - Pascakualifikasi Satu File Harga Terendah Sistem GugurNilai Kontrak : Nilai Kontrak belum dibuat,Kementerian Perencanaan Pembangunan Nasional,sewa rumah sekretariat kpbu tender ulang spse 3 jasa lainnya ta 2016 lelang sederhana pascakualifikasi satu file harga terendah sistem gugurnilai kontrak nilai kontrak dibuat
